TEMP,DEWP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP
89.2,75.3,2,4.4,6,95.9,77.5,0
85.1,72.1,2.4,5.9,12,92.3,72.5,0.2
88.5,72.7,2,2.7,8,96.8,76.8,0
92.6,69.4,2.1,2.7,6,102.9,77.2,0
92.3,73,1.9,5.2,8,101.5,79.3,0
89.7,74.8,2.1,8.2,12,97.7,80.1,0
87,74.2,2.1,8.8,12,97.2,80.6,0
85.2,75.3,2,4.6,9.9,94.3,71.1,0.28
86.3,76.2,1.6,4.8,8,95.9,79.5,0
87.1,71.1,2.1,8.2,12,93.2,78.4,0
86.5,72.6,2.3,9.2,12,98.6,60.8,0
90.4,70.8,1.9,7.2,9.9,97.9,77.9,0
87.5,74.2,1.7,4.7,8,97,78.1,0
93.4,76.2,2,5.8,12,102.2,81.7,0
89.8,74.1,2,5,8,97.2,78.1,0.08
91.9,73.3,2,5.7,9.9,100.4,81.7,0
86.6,75.9,2,5.1,12,99.5,79.5,0.08
87.6,76.4,2.1,5.8,9.9,97.3,78.3,0
83.8,74.1,2.3,9.7,15,90.9,79.7,0.01
83.5,74.5,2.3,12.8,15.9,88.2,77,0
84.8,76.5,2.4,10.4,15.9,90.1,77.7,0.08
84.1,77.1,1.8,6,9.9,93.6,77.7,0.08
80.9,77.5,1.6,2.1,6,92.1,76.8,0.71
83.2,78.6,2.2,3.3,7,87.1,76.6,1.85
86.1,76.2,2.1,4,8.9,91.9,79,3.78
81,77.5,1.5,2.7,6,86,77.9,0.12
88.2,79.8,2,3.6,6,93.2,77.9,1.93
87.5,77.9,2.4,6.5,9.9,95.7,72,1.85
88.8,75.5,2.1,10.1,35,98.1,78.8,0.03
91.2,76.1,2.4,7.1,12,97.7,74.3,0.71
88,76.8,2.1,2.3,6,98.1,78.8,0.03
89.6,76.1,2.7,3.6,15.9,97.3,78.8,0.2
91.6,78,2.3,2.9,6,97.7,81.1,0
93.4,76.9,2,1.8,5.1,101.1,82.6,0
93.7,76.2,2.2,2.1,8,102.2,84,0
93.2,78.5,2.3,2.8,9.9,102.2,84.2,0
87.7,79.7,2.2,6.1,8,94.3,81.7,0
84.1,78.6,1.4,3,5.1,84.6,83.5,0
85,80.1,2,4.6,12,89.8,80.6,0.24
85.3,78.9,2.5,4.9,8,92.5,80.2,0.2
83,79.5,1.8,2.6,6,88.2,78.8,0.08
80.9,77.9,1.4,1.3,6,90.1,75.4,0.51
82.9,78.3,1.9,3.6,8,89.6,77,0.98
82.3,77.3,2.3,6.3,9.9,90,77.7,2.05
83.4,77.2,2.1,4.5,12,88.2,77.9,0.35
87.5,76.9,1.7,7.4,12,94.3,80.2,0.02
89.3,78.3,2.4,4.4,9.9,95.9,82.4,0
83.5,76.9,2.1,4.3,8,95,75.2,0.43
79.8,73.9,2,2.9,9.9,90,77,0
83.9,77.2,2,3.3,9.9,90.5,76.1,0.24
84.7,78.8,2.1,4.5,8,91.9,79,0.79
83.5,78.2,2.3,7.4,12,90,79.5,0.04
82.2,78.8,1.9,1.9,6,91.8,77.7,0.35
84.4,79,2,4.4,12,91.4,76.6,1.97
86.3,78.8,2,5.2,9.9,93.2,78.6,0.43
88.8,78.4,2.4,5.5,9.9,96.4,81.3,0
88.7,78.5,2.2,4.2,6,97.2,81.5,0
81.8,76.3,2.3,1.7,6,84.7,75.9,0
87.3,78.3,1.9,4.6,8,94.1,78.8,0
86.1,78.3,2.7,7.2,12,92.8,81.5,0
84.3,78.3,2.4,5.5,9.9,90,80.2,0.08
87.9,79.2,2.4,6.3,9.9,93.2,80.1,0
88.3,77.8,2.4,7.4,12,95,82,0
85.7,77.8,2.3,7.2,12,93.2,81.3,0.12
84.9,76.6,2.4,8.1,12,91.8,79.7,0.01
86.1,77.4,2.4,9.3,12,91.6,79.7,0.02
85.6,78.1,2.3,6.5,12,92.8,79.9,0
85.1,78.8,2.3,3.4,8,92.5,80.2,0.16
88.4,79.8,2.5,7.5,12,93.6,81,1.1
85.1,78.5,2.3,4.2,6,91.4,81.5,0
87.7,78.5,2.2,8.3,12,93.2,80.6,0.67
86,77.9,2.1,11.4,15,91.4,80.8,0.08
84.6,77.9,2.1,7.6,12,90.7,79.7,0
86.9,78.5,2.2,8.2,12,91.8,79.7,0.08
85.3,77.3,2.1,8.7,12,91.4,78.6,0.12
86.1,78.1,2.5,8.5,13,93.2,79.5,0
85.1,78.5,2,6.7,9.9,91.4,77.9,0.31
86.4,78.8,2.4,5.6,9.9,92.7,79.3,0.04
88.6,78.4,2.2,6.7,12,93.2,81.7,0.35
86.2,77,2.3,8.9,12,91.4,81.5,0
84.3,77.8,2.5,8.2,12,91.6,79.9,0.03
87.1,79,2.4,6.4,12,93.6,79.7,0
87.1,80.2,2.4,3.6,8,92.1,81.3,0
88.9,79.7,2.4,3.5,9.9,95.7,81.3,0.28
83.9,79.1,2.2,1.5,8,90,77.9,0.59
83.5,80.2,2.1,0.8,6,90.3,79.9,0.28
83.9,79.7,2.5,3.2,8,91.6,79.9,0.79
85.7,78.8,2.7,8,9.9,91.4,80.2,0.2
85.6,79,2.4,6.5,12,90,78.6,0.43
88.1,79,2.1,7.4,19,92.3,79.9,0.12
84.5,79.3,2,2.2,12,93.6,80.2,0
86.9,79.2,2.1,1.3,5.1,92.5,78.8,2.95
87.7,79,2.5,5,12,93.2,81.7,0
85.5,78.7,2.4,6,9.9,91.4,68.7,0.04
82.2,79.3,1.7,3.8,8,86,77.9,1.3
84,79.8,1.6,1.7,8,90.3,76.3,0.71
87.4,80.2,2.2,2.8,6,93.2,81.3,0
87.9,80.1,2.4,3.8,8,93.7,81.9,0
88.3,79.9,2.3,4.3,8,94.8,81.1,0
88.2,79.8,2.2,2.2,8,95,79.3,0
89.8,79.5,2.3,1.9,6,95.4,82.8,0
89.9,79.1,2.1,0.4,2.9,96.3,82.4,0
89.1,79.6,2.2,0.9,8,95.2,82.9,0
88.3,80.5,2,2.2,7,96.3,82.4,0.08
87.8,81,2.1,1.4,8,95,81.9,0
90.7,79.9,1.9,6,14,96.1,82.9,0
88.9,79.4,2.4,3.3,9.9,95.5,82,0
84.7,78.1,2.1,3.7,8,90.3,80.4,0
80.4,77.5,2,2.3,8,88.2,78.1,0.63
83.8,77.3,2.6,3.2,9.9,89.6,76.3,0.98
88.4,75.7,2.4,6.4,14,95.4,78.8,0
85.1,74.8,2.4,3.1,12,90.3,76.1,0
85.9,74.3,2.2,5.5,14,92.5,75.2,0
86.2,75.6,2.3,4.4,13,93.2,77,0.04
81.4,75.4,2.6,6.9,9.9,86,76.8,0.01
83.8,76.6,2.4,8.1,12,88.5,78.6,0
84.5,76.8,2.3,8.2,12,90,77.4,0.04
85.7,77.4,2.3,8.2,12,90.3,77.9,0.12
86.3,76.7,2,5.7,18.1,92.8,79.7,0
87.7,77.7,2.2,3.6,9.9,93.9,80.2,0
84.4,78.4,2.4,1.4,9.9,95.7,79.2,0.08
83.4,78.6,2.1,3,12,87.8,79.2,0
86.8,77.3,2,0.6,4.1,95,76.8,0
85.1,78.7,2,0.6,2.9,94.5,79.5,0
85.5,78,2.1,0.9,8,95.2,78.4,0.01
83.2,77.5,1.7,4.2,21,93.9,78.3,0.03
85.2,78.4,2.2,4.2,9.9,91.4,77,0
85.5,78.2,1.9,5.1,14,91.4,79,0
83.7,77.3,2.1,3.7,8,89.6,78.8,0
85.2,76.9,2.1,5.5,12,91.9,76.5,0
84.9,77.8,2.7,5.6,15,92.1,77,0
86.4,78.2,2.4,5.9,14,93.2,76.1,0
82.8,74.4,2.1,6.4,12,90.9,75.6,0
81,74.7,2,7.5,12,87.4,75.2,0.02
77.7,72.4,2.6,6,12,82,73.8,0.16
80.4,76.5,2.4,2.8,12,90.3,71.6,0
82.9,78.1,2.2,1.7,6,91,74.3,0.08
82.3,78.2,1.9,2.2,6,91,75.7,0.02
81.9,77.2,1.6,1.4,8,90,76.1,0
79,72,2.1,3.3,12,89.1,72,0
81.4,70.3,2.1,1.7,12,90,70.2,0
81.4,71.1,1.7,2.7,9.9,91.6,74.8,0
80.4,70.9,2.1,3.7,8,89.6,70.7,0
80.2,63.5,2.4,4.2,9.9,89.6,66.9,0
78.2,64.6,2,1,6,89.6,64.8,0
79.9,64.5,2.1,2.1,8,89.8,64,0
80.2,66.3,2,2,6,91,65.5,0
82.6,66.8,1.9,1.7,5.1,91,68,0
80.7,66,2.2,0.5,4.1,91.4,66.2,0
79.3,67.5,2.1,0.2,2.9,89.8,69.6,0
79.6,65.9,2.2,1.7,6,89.6,66.7,0
77.3,64.8,1.9,1.3,4.1,91,64.4,0
77.8,64.1,2.1,0.5,6,89.6,63.3,0
76.4,65.7,1.7,0.2,2.9,89.6,64.2,0
77.9,65.4,2,1.2,4.1,89.6,64.4,0
77.6,65,2,0,4.1,88.2,64.9,0
77.9,65.1,1.9,0,4.1,88.9,64.6,0
75.3,63.3,1.7,1.2,6,87.8,63.7,0
75,63.7,2.1,3.2,9.9,87.1,61.2,0
71.3,59.5,1.8,2.6,9.9,85.3,57.2,0
72.9,56.9,1.9,1.7,8,86.2,57.6,0
70.1,53.5,1.9,1.7,8,86,54.7,0
72.8,57.2,1.9,1.7,5.1,85.5,52.7,0
71.1,53.4,1.6,0,5.1,84.2,53.1,0
76.1,55.7,2,0.6,4.1,87.8,56.1,0
82.8,60.1,2.4,0,4.1,87.8,77,0
78.6,58.9,2.3,0.2,1.9,86,58.8,0
76.1,57.2,1.9,0,1.9,85.5,57,0
72,55.7,1.6,0,1.9,85.3,60.8,0
75.8,54.2,1.9,0,1.9,84.4,55.8,0
73.6,56.3,1.7,0.3,1.9,82.4,55.8,0
79,54.9,1.6,0,1.9,86.2,55.4,0
71.4,55.4,1.7,1.8,6,86,54.1,0
72.6,56.8,1.9,1.2,6,86.5,55.4,0
70.6,58.4,1.5,0.7,4.1,85.6,55.6,0
72.3,63.2,0.8,0.1,1,82.4,58.3,0
71,64.4,0.7,0.3,2.9,84.4,59.4,0
72.6,65.6,0.6,0.6,4.1,82.4,60.8,0
69.5,61.8,1,0.3,1.9,84.6,57.2,0
71.8,63.5,0.9,0.5,4.1,82.8,59.2,0
69.3,66.3,0.4,0,1.9,77.4,61.2,0
72,64.9,1,0.1,1.9,82.4,59.7,0
70.9,62.5,1.8,0.1,1.9,82.4,57.7,0
71,61.5,1.6,1.4,6,82.8,59.2,0
72.3,58.5,1.9,0.8,4.1,82.8,57.9,0
72.4,60.8,1.7,2.2,8,83.1,57.9,0
68.7,59.1,1.6,0.3,2.9,83.7,57.9,0
71.1,57.7,1.9,1.5,5.1,84.2,56.8,0
68.4,57.5,1.2,0.8,4.1,81.3,56.5,0
69.2,57.2,1.5,0,4.1,82.4,54.1,0
70.2,57.7,1.2,0,4.1,82.4,55.4,0
67.8,55.8,1.3,1.3,4.1,81.3,53.6,0
69.3,53.5,1.6,3,8,81,53.6,0
66.7,54.2,1.4,1,5.1,80.6,50.9,0
65.2,54.7,1.3,0,5.1,80.6,51.8,0
66.6,56.5,1,0,5.1,80.6,53.2,0
70.1,56.7,1.4,0.5,4.1,82.4,53.6,0
68.2,56.6,1.4,0.9,4.1,79.5,54.7,0
65.7,58.4,1,0,4.1,79.9,54.3,0
61.1,58.2,0.7,0,4.1,80.1,53.2,0
67.4,59,0.8,0,4.1,81.3,54.3,0
67.8,57.5,1,1.2,4.1,80.6,54.7,0
65.9,58.4,0.9,0.8,6,80.1,54.7,0
64.9,58.4,0.8,1,4.1,77,54.3,0
65.1,56.8,0.7,0.2,2.9,77,53.4,0
64.2,57.9,0.7,0,2.9,77.4,52.7,0
63.9,61.2,0.3,0.5,1.9,75.2,54.1,0
62.7,60.5,0.3,0.3,5.1,72.3,55.2,0
62.4,60.5,0.3,0.4,1.9,70.9,56.3,0
61.7,60.3,0.1,0.5,1.9,65.1,55.4,0
58,56.4,0.6,0.4,1.9,64.8,52.2,0
60.7,58,0.4,0.6,2.9,69.8,51.4,0.04
60.5,57.2,0.5,0.6,2.9,69.8,52.7,0
61.3,53.1,0.9,2.6,6,72,55.4,0
58.2,48.4,1,4.7,13,67.5,47.8,0
54.1,47.4,0.8,0.5,4.1,67.5,43.7,0
56.1,46.6,1,0.9,4.1,68,42.4,0
57.9,48.4,1,1.7,6,71.6,44.8,0
57.9,49.1,0.7,0,6,72.5,45.5,0
59.2,52.4,0.7,1.8,4.1,70.7,50.2,0
64.9,57,0.7,0.4,1.9,74.5,50.5,0
63.2,56.4,0.8,0.3,2.9,71.6,53.4,0
63.7,58.6,0.6,1,4.1,77.7,50.4,0
61.7,54.8,0.8,2.4,7,76.6,54,0
60.6,49.1,1.9,1.2,6,74.1,46.4,0
57.8,48,1.6,0.9,4.1,74.5,44.4,0
59.1,49,1.5,1.6,7,74.3,47.8,0
59.7,49.6,1.5,2.8,8.9,72.5,46.4,0
61.4,47.6,1.6,2.1,9.9,73.4,50.4,0
63.4,47.9,1.9,3,7,75.4,48.9,0
63.9,51.7,1.1,1.9,8,74.8,50.7,0
58.4,51.8,0.8,0.3,1.9,73,46.8,0
61.5,49.5,1.2,1.6,6,73,49.8,0
61.4,46.7,1.5,1.7,8,75.2,45.9,0
61.2,51.1,1.5,0.4,2.9,75.2,46.4,0
62,52.6,0.9,0.2,1.9,79.9,48.9,0
65.4,56.5,1,1.3,8,76.6,52.5,0
64.5,58.1,0.8,2.3,5.1,71.6,56.5,0.12
61.9,52,2.1,6.5,9.9,71.4,51.8,0
59.2,43.9,2,3.3,8.9,70.3,46,0
56.9,46.9,1.5,0.2,2.9,69.1,44.4,0
64,48.9,1.8,1.4,4.1,73.8,50.4,0
56.9,54,1.4,5.6,9.9,63.7,53.6,0.55
60.4,55,1.6,0.6,4.1,65.1,51.8,0
59.5,54.2,1.4,1.6,7,69.4,47.8,0
62.4,52.1,1.9,2.1,8.9,72.1,49.8,0
64.4,54.2,1.3,0.9,4.1,74.8,50.7,0
60.2,58.6,0.5,1.9,8,64,55.6,0
63.4,58.8,0.9,1.3,8,73.8,54.1,0
66.2,61,1,1,5.1,72.5,59,0
64.3,61.2,1.1,0.3,4.1,68.5,60.8,0.12
64.7,58.7,1.7,3.8,9.9,73.8,56.8,0.16
61.1,52.4,1.5,5.9,12,70.3,53.2,0
61.1,51.2,1.5,2,4.1,72,47.3,0
61.4,51.9,1.5,1.1,6,72,45.5,0
64.6,52.3,1.5,1.2,4.1,77,47.8,0
66,53.4,1.3,1,5.1,80.1,50,0
62.2,56.9,1.2,4.2,12,68.9,53.4,0.01
65.8,59.2,1.5,1.7,6,73.8,53.2,0.28
67.9,60.1,1.5,3,6,80.1,53.8,0
69.3,58.8,1.6,2.6,8,82.4,56.8,0
72.9,59.2,1.9,3.8,7,84.2,56.5,0
74.2,60.8,1.8,5.9,9.9,84.2,61,0
74.7,57.4,2.4,9.4,12,85.3,65.5,0
75.3,53,2.1,12,20,83.5,64.4,0
73.1,54.4,2,5.1,8.9,84.2,60.3,0
74.6,58.2,2.2,1.2,7,83.7,57.9,0
75.5,56.6,1.9,1.4,6,86.4,59.9,0
75,60.5,2,0.8,5.1,84.4,60.3,0
76.1,61.8,1.5,1.2,5.1,87.8,62.8,0
77.6,59.8,2.1,2.6,8,87.8,63.3,0
71.8,63.4,1.5,4.9,15.9,79.3,63.5,0
70.2,63,2,3.2,9.9,77.4,62.2,0.39
67.4,56.9,2.1,3.4,8,76.8,58.6,0.31
68.6,54.7,2,4.3,7,79.9,53.6,0
71.5,52.7,2.1,7.8,14,82.9,58.1,0
71,50.5,2.1,6.9,12,82.4,57.7,0
72.8,52,2,5.4,14,85.3,56.7,0
78.1,55.4,2.3,5.2,12,88.2,56.5,0
76.1,58.6,2.4,5.2,8.9,89.6,63,0
82.3,59.1,2.7,4.8,13,93.9,69.4,0
79.2,58.5,2.2,6.6,12,91.8,64.4,0
81.6,60.5,2.6,4.7,11.1,93.2,66.2,0
79.5,59.1,2.1,4.2,9.9,92.1,60.1,0
81.2,59.8,2.5,6.8,12,93,66,0
82.2,58.1,2,5.7,12,93.6,66.9,0
76.5,62.2,2.5,6.4,12,82.8,69.4,0
77.9,61.7,2.4,4.3,9.9,89.2,64.9,0
80.5,62.7,2.3,6.4,12,92.1,66.2,0
74,63.3,2.2,4.4,12,84.7,65.8,0.03
76.1,57.6,1.9,2.6,8,87.8,59,0
78.3,56.9,2.1,0.8,6,91.4,59.7,0
79.9,58.5,2.4,2.8,8,90.3,62.2,0
79,61.3,2.1,1.2,5.1,92.1,63.3,0
81.7,61.9,2.1,1,4.1,94.3,65.5,0
83.5,65.4,1.9,1.6,5.1,95,67.8,0
83.7,68.7,2,4.6,9.9,93.6,71.2,0
78.7,69.8,1.9,5.5,9.9,92.7,69.6,0
86.5,65.2,1.8,2.2,8,96.8,71.4,0
86.9,60.4,2.3,5.7,12,99,73.4,0
84.8,64.3,2.1,3.8,9.9,96.1,69.6,0
83.5,56.6,2.1,2.5,8,96.1,68,0
78.4,61.1,2.4,3.6,6,89.6,65.3,0.08
81.5,53.9,2.1,4.5,9.9,92.5,64.8,0
83.2,50.3,2.3,5.1,9.9,94.6,64.8,0
80.8,62.3,2,3.1,6,94.8,66.2,0
82.5,69,2.3,6,9.9,93.2,69.8,0
83,61.8,1.6,2.4,9.9,96.8,70.3,0
83.1,54.2,2.2,2.5,9.9,95.7,68,0
83.7,54.1,2,2.6,8,98.2,68.9,0
81.8,46.1,1.8,2.7,9.9,98.6,62.6,0
83.7,49.2,2.1,0.8,6,98.1,60.8,0
86.4,47.9,2.2,3.2,8,98.4,63.3,0
81.5,58,2.4,3.9,8,97,67.8,0
83.7,63.8,2.1,4.6,9.9,95,70.7,0
87.3,67.4,1.9,2.8,5.1,99.1,72.5,0
87.5,69.8,1.8,6.2,12,99.7,74.8,0
89.7,70.2,2.5,5.2,12,101.5,76.1,0
87.8,68.7,2.1,7.5,20,100,76.3,0
86,66.1,2.4,4.5,8,93.2,73.4,0
87.2,42.3,2.6,6.3,28,98.2,70.7,0
87.1,42.7,2.5,5.3,12,98.2,64.9,0
83.5,42.8,2.4,2.6,7,100,62.6,0
86.5,46,2.4,1.6,8,102.2,64.4,0
88.5,50.5,2.1,0.7,7,106.2,66.6,0
89.7,62,2,0.9,5.1,104.9,71.8,0
90.5,54.5,2.1,4.1,14,105.8,72.5,0
89.1,48.5,2.3,2.4,9.9,104.7,68.9,0
91.8,50.2,2.3,1.9,6,105.4,69.8,0
91.7,66.4,2.4,6,9.9,102.2,75.4,0
89,68.7,2.2,6,12,98.6,77,0
90.6,69.6,2.3,4.9,8,100,77,0
91.6,74.6,2.2,6.8,12,99.7,78.8,0
89,71,2.2,5.3,9.9,99,76.8,0
92.1,64,1.8,5.5,12,102.9,78.6,0
92.7,57.1,1.8,6.6,14,105.1,76.6,0
92.1,56.4,2.2,3.7,9.9,105.1,69.1,0
90.6,56.5,1.8,4.3,12,104,75.9,0.04
86.4,60.5,2,4.4,9.9,99.3,71.6,0
76.9,67.3,1.9,5.8,14,88.9,70.5,0
84.6,66.7,2.2,5.1,11.1,93.2,68,0
85.3,70.3,1.7,6.2,29.9,92.8,74.3,0
88.5,67.6,2.2,1.9,4.1,96.8,73.8,0
85.5,65.7,2.2,2.9,6,95.2,69.8,0.08
84.7,67.8,2.2,4.8,14,97.9,75.2,0
80.4,69.3,1.8,5.5,12,90.7,69.1,0.28
82.9,70.2,2.1,5.1,8,92.1,68.7,0
85.9,72.5,2.1,5.4,8,93.6,73.8,0
92.8,71.8,2.2,4.4,8,102.4,77.2,0
94.9,55,2.4,5.6,9.9,105.8,77,0
94.1,48.6,2.1,6.4,12,106,71.6,0
91.7,51.7,2.1,3.4,9.9,106.9,70.7,0
93,62.2,2.1,2.7,8,108.5,71.8,0
90.8,73.7,2.6,8.2,12,100.6,79,0
92.8,71.4,2.5,5.9,9.9,104,77.7,0
91.8,73.8,2.4,6.6,11.1,103.3,76.5,0
88.6,75.1,2.4,8.4,14,101.3,79.5,0
88.1,72.4,2.8,7.6,12,96.1,73.8,0
92.6,72.3,2.7,4.9,9.9,104.4,78.1,0
85.9,70,2.3,9.2,12,96.8,72.7,0
87.2,70.7,2.7,7.4,12,97,71.2,0
88.5,74.8,2.7,8.5,14,97,77.7,0
91.1,76,2.6,8.6,12,100.8,77.9,0
91.2,76.8,2.4,6.5,9.9,100.4,79.7,0
94.3,72.1,2.3,4.6,9.9,109,78.6,0
96.4,73.7,2.5,7,12,110.8,79.7,0
95.1,77,2.3,4.7,12,106.9,82.2,0
95.4,69.1,2.3,2.2,6,111.2,82.8,0
102.7,57.4,2.3,3.6,12,114.1,79.3,0
96.9,68,2.5,4.2,12,109.8,84.6,0
98.5,57.1,2.5,3.5,9.9,111.2,77.7,0
100.3,47.9,2.2,6,14,111.2,87.4,0
102.2,43.3,2.4,5.5,14,111.9,83.5,0
100.9,51.1,2.3,4.3,12,113,75.7,0
94,68.9,2.4,7.4,12,106,81.3,0
92.5,69.4,2.4,9,12,100.9,81.3,0
94.7,72.7,2.2,7,9.9,105.8,81.5,0
90.2,74,2.4,8,12,98.8,77,0
95.7,73.9,2.2,4.9,8,103.1,81.5,0
99.1,68.2,2.5,4.9,8,109.4,85.3,0
98.7,72.8,2.4,4.2,9.9,110.5,84.2,0
102,67.9,2.1,8.3,9.9,111.6,85.5,0
97,77.5,2.3,6.8,12,107.6,83.5,0
97,71.3,2.5,5.5,9.9,111,80.2,0
100.7,74,2.3,4.3,9.9,110.5,84.2,0
99.4,72.5,2,6.1,12,111.2,87.8,0
98.3,74.4,2.5,4.9,12,109.9,83.1,0
98.1,75,2.3,5.6,9.9,111.9,84.7,0
98.8,78.2,2.2,5.3,9.9,113,85.8,0
96.3,79.6,2.6,6.3,13,107.6,84.2,0
93.7,75.4,2.5,8.8,12,100.4,84.2,0
88.1,74.4,2.3,7.2,9.9,93.7,79.5,0
87.3,78.3,2.2,7.2,11.1,97,81.3,0
86.4,77.9,2.4,6.1,9.9,91.8,79.9,0.63
90.4,76.9,2.4,3.8,8,99.3,79.7,0.01
87.4,79.3,1.7,2.3,4.1,96.8,83.1,0
90.6,77.6,2.1,6.7,8,99.1,81,0.08
92.6,76.6,2.7,7.9,12,99,83.5,0.24
86.4,75.8,2.2,9.5,12,94.5,78.8,0
83.3,76.1,1.9,8.9,9.9,90.1,78.4,0.12
84,77.3,2.2,10.3,12,90.7,77,0.24
84,78.2,2.3,6.5,12,89.6,79.7,0.02
83.2,79.2,2,3.8,12,92.7,79.2,0.16
84.6,78.8,2.3,6.3,8.9,91,79.7,0.28
83.3,76.3,2,6,9.9,91,77,0.43
79.7,76.1,1.8,6.1,13,88.3,73.8,2.24
84.2,78.7,2.1,2.2,6,93.7,76.8,0.71
90.5,77.6,2.5,3.4,7,97.2,80.2,0.08
91.3,76.8,2.2,5.5,8,97.7,81.9,0
92,77.2,2.7,5.4,9.9,98.1,81.9,0
86.5,79,2.4,5.5,9.9,93.2,83.1,0.02
87.6,78.7,2.3,8.5,15,93.2,81.1,0
81.5,78.3,1.4,2.1,6,88.7,78.8,0.28
81.4,78.3,2.1,0.7,4.1,87.1,77.4,1.81
83.1,78.6,2.1,1.4,6,91.8,77.4,0.59
80.4,77.4,2.2,3.1,13,85.6,77.4,0.28
78.9,77.2,1.8,0.5,4.1,81.7,76.1,2.8
80.7,77,2.1,0,4.1,87.4,75,1.89
84.1,78.1,1.8,2,9.9,93.2,77.7,0.16
82.1,79.1,1.3,0.7,6,86.9,78.8,0.08
83.2,78.3,2.3,3.1,8,87.6,76.3,1.97
86.7,78.8,2.4,0.9,4.1,92.8,79.7,0.08
84.6,79.1,2.1,1.8,8,89.1,80.2,0
86.3,80.2,1.9,1.6,6,92.3,81,1.77
86.7,80.7,1.7,3,4.1,93,81.9,0
88.5,79.1,2.2,3.8,6,94.3,81.3,0.16
86.7,79.2,2.3,8.7,12,91.8,81.5,0.12
86.3,78.5,1.7,8.1,9.9,92.8,81,0.01
88.5,79.4,2.4,7.2,11.1,95,80.6,0
89.1,79.5,2.1,4,11.1,95.7,81.5,0
89.1,78.8,2.3,7.4,13,95,81.3,0
88.9,78.3,2.6,9.7,13,93.2,80.2,0.04
89.2,78.7,2.5,7.7,12,93.2,81.7,0
89.7,79.2,2.6,1.6,4.1,96.6,82.8,0
87.9,79.7,2.6,7.7,12,93.2,83.3,0.04
86.6,78,2.3,8.6,11.1,91.4,81.3,0
84.7,80,2.6,6.5,9.9,91.9,81,0.02
85.3,79.8,1.8,3.5,8,91.9,80.2,0.08
83.8,79,1.6,4.8,9.9,89.1,78.8,2.52
85,78.3,2.2,3.9,7,91.9,77.4,0.12
89,78.4,2.6,6.8,12,93.9,82.4,0
86.8,78.4,2.1,4.7,6,92.5,82.8,0.12
88.2,78.4,2.4,6.8,11.1,94.5,82.4,0
87,77.7,2.4,1.2,4.1,90.3,83.3,0
86.7,79.2,2.3,1.3,4.1,94.1,81.5,0
87.1,80.6,2.2,1.8,5.1,94.6,81,0.01
84.3,79.1,2.2,6.3,11.1,89.6,77.2,0.35
87.3,79.1,2.5,8.3,12,92.5,80.1,0.03
89.4,79.5,2.6,4.1,9.9,94.6,81,0
86.6,80.2,2.2,3.7,12,94.5,82.2,0.43
83.8,79.4,2.1,3.3,6,89.2,78.1,0.16
85.1,80.4,1.9,4.2,8.9,93.9,78.1,0.43
83.2,79.8,2.4,4.5,9.9,88,79.2,0.12
81.8,79.8,1.9,3.2,6,86.2,78.8,0.43
81.8,78.1,2,4.6,9.9,87.6,78.6,0.91
78.9,77.7,1.6,4.6,8,80.6,77,0.28
82.1,78.3,1.8,2.9,9.9,86,77,1.61
86.9,78.5,1.9,6.1,11.1,92.8,79.9,0.01
87.8,79.7,1.9,3.1,8.9,93.6,80.6,0
88.4,78.1,2.4,3.7,9.9,94.3,71.6,0
89.4,79.2,2.5,4.2,9.9,95.2,78.8,0
90.1,79.5,2.2,3,8,97,82.2,0
90.7,80.5,2.4,2.6,6,96.1,83.8,0
89.1,81.3,2,3.9,8.9,97.2,82,0
89.1,80.1,1.9,3.1,12,97.2,83.1,0
85.7,80.5,2,4,11.1,95.5,81,0.02
86.6,79.2,2.4,7,12,92.1,80.6,0
85.3,78.9,2.1,3,8,91.9,78.1,0.02
80,77.3,1.9,2.6,7,88.5,76.6,0.83
86.3,79.5,2.7,2.9,8,91.4,77,0.24
88.8,80.6,2.6,3,8,95,80.6,0
87.1,78.2,2.5,6.3,14,92.3,80.2,0
86.4,78.2,2.4,5.1,8,91.8,78.8,0.04
85,77.4,2.2,7.7,13,89.8,78.6,0.08
88,77.4,2,8,12,91.8,80.2,0
83.9,76,2.1,12.9,20,89.6,80.2,0
83.6,76.8,2.3,9.8,14,89.1,78.6,0
83.6,77.8,2.4,4.7,14,89.8,78.6,0.02
86.6,78.4,2.4,5.4,9.9,93.2,78.6,0
85.8,78.7,2.4,5.1,9.9,91.6,78.3,0
81,78.2,2.2,1.3,4.1,90.7,78.8,0
87.7,79.4,2.5,3.8,12,93.9,77,0.67
87.7,78.8,1.9,5.7,12,93.2,79.7,0
83.7,77.3,2.2,8.7,15,87.8,78.8,0
84.5,78.4,2.2,4.2,6,91,78.3,0
86.1,79.6,2.3,2.3,8,93.4,79.5,0
87.3,79.6,2.2,2.7,8.9,94.5,77.4,0.55
86.1,77.2,2.2,5.1,12,92.8,80.6,0
83.4,77.9,2.2,3.4,8,89.8,78.1,0.2
84.1,77.3,2.3,2.8,9.9,90.3,78.1,0
84.9,78,2.4,3.8,8,93.2,77.7,0
85.4,77.3,2.1,4.1,8,93.2,78.3,0
85.2,76.6,2.1,1.8,6,92.1,78.4,0
84.1,77,2.2,1.5,8,92.8,76.8,0
84.8,77.6,2.3,5.6,8.9,90.3,78.1,0
80.9,73.7,2.1,7.6,11.1,87.8,74.3,0
